crop,x1,y1,x2,y2,conf,match_pct,ignored
frame_000043_fish_02.png,965,408,1017,482,0.8930,87.24,0
frame_000043_fish_03.png,643,515,723,610,0.8921,84.72,0
frame_000043_fish_04.png,1152,475,1217,554,0.8898,87.58,0
frame_000043_fish_05.png,958,788,1014,838,0.8866,86.78,0
frame_000043_fish_06.png,595,203,674,279,0.8809,90.70,0
frame_000043_fish_07.png,599,55,698,186,0.7594,89.23,0
frame_000044_fish_00.png,1079,450,1173,488,0.8995,72.33,0
frame_000044_fish_01.png,911,718,960,793,0.8994,81.12,0
frame_000044_fish_02.png,1103,601,1177,664,0.8942,81.81,0
frame_000044_fish_03.png,993,330,1055,383,0.8883,89.83,0
frame_000044_fish_04.png,568,556,623,595,0.8728,77.36,0
frame_000044_fish_05.png,822,417,844,507,0.8347,90.97,0
frame_000044_fish_06.png,546,56,674,139,0.8141,83.45,0
frame_000044_fish_07.png,629,191,660,284,0.5648,86.88,0
frame_000045_fish_00.png,875,674,920,751,0.9051,79.94,0
frame_000045_fish_01.png,1030,357,1069,460,0.8857,78.60,0
frame_000045_fish_02.png,1125,672,1172,703,0.8781,82.85,0
frame_000045_fish_03.png,527,560,564,638,0.8774,87.40,0
frame_000045_fish_04.png,818,367,853,469,0.8711,90.91,0
frame_000045_fish_05.png,545,26,612,101,0.7262,84.96,0
frame_000045_fish_06.png,609,186,648,279,0.5307,88.23,0
frame_000045_fish_07.png,1029,291,1082,346,0.3415,86.25,0
frame_000046_fish_00.png,810,339,895,414,0.9122,90.90,0
frame_000046_fish_01.png,841,644,903,703,0.9030,79.35,0
frame_000046_fish_02.png,997,359,1092,414,0.9013,83.26,0
frame_000046_fish_03.png,551,598,626,688,0.8970,85.20,0
frame_000046_fish_04.png,1114,651,1141,716,0.8773,81.32,0
frame_000046_fish_05.png,591,200,642,278,0.4669,94.41,0
frame_000047_fish_00.png,638,673,704,740,0.9021,82.46,0
frame_000047_fish_01.png,1052,595,1104,678,0.9005,87.28,0
frame_000047_fish_02.png,825,649,877,696,0.8986,78.81,0
frame_000047_fish_03.png,905,346,992,407,0.8823,89.83,0
frame_000047_fish_04.png,872,456,967,501,0.8813,78.59,0
frame_000048_fish_00.png,1023,582,1107,635,0.8908,86.60,0
frame_000048_fish_01.png,687,696,714,758,0.8823,84.83,0
frame_000048_fish_02.png,704,505,812,543,0.8779,76.66,0
frame_000048_fish_03.png,841,657,867,696,0.8649,80.64,0
frame_000048_fish_04.png,961,349,1042,398,0.8623,87.73,0
frame_000048_fish_05.png,622,115,747,198,0.8239,85.17,0
frame_000049_fish_00.png,864,668,936,702,0.8941,76.00,0
frame_000049_fish_01.png,649,213,783,275,0.8856,84.06,0
frame_000049_fish_02.png,633,505,704,582,0.8680,79.91,0
frame_000049_fish_03.png,692,708,718,785,0.8479,84.09,0
frame_000049_fish_04.png,1062,559,1124,619,0.8346,88.69,0
frame_000049_fish_05.png,1006,337,1120,367,0.8008,83.69,0
frame_000049_fish_06.png,586,228,625,280,0.7162,88.23,0
frame_000050_fish_00.png,919,668,1003,714,0.8985,80.51,0
frame_000050_fish_01.png,687,731,757,814,0.8979,88.30,0
frame_000050_fish_02.png,1069,521,1128,578,0.8978,84.11,0
frame_000050_fish_03.png,583,422,647,528,0.8761,85.79,0
frame_000050_fish_04.png,1123,320,1189,393,0.8606,86.54,0
frame_000051_fish_00.png,982,640,1047,688,0.9092,85.23,0
frame_000051_fish_01.png,1014,509,1074,558,0.8989,86.65,0
frame_000051_fish_02.png,723,132,848,195,0.8796,83.82,0
frame_000051_fish_03.png,722,746,814,812,0.8628,83.58,0
frame_000051_fish_04.png,1197,352,1224,455,0.8500,84.88,0
frame_000051_fish_05.png,579,350,611,400,0.8472,88.39,0
frame_000051_fish_06.png,586,244,630,320,0.4873,79.08,0
frame_000052_fish_00.png,717,743,817,803,0.9147,81.50,0
frame_000052_fish_01.png,973,644,1039,681,0.9058,80.34,0
frame_000052_fish_02.png,1184,397,1260,478,0.9044,90.02,0
frame_000052_fish_03.png,1018,466,1111,511,0.8941,84.92,0
frame_000052_fish_04.png,639,361,706,394,0.8766,88.77,0
frame_000052_fish_05.png,693,202,799,253,0.8266,82.61,0
frame_000052_fish_06.png,592,258,624,358,0.6835,82.92,0
frame_000053_fish_00.png,897,627,970,691,0.8985,81.73,0
frame_000053_fish_01.png,662,286,728,350,0.8940,91.17,0
frame_000053_fish_02.png,628,117,704,248,0.8934,87.01,0
frame_000053_fish_03.png,1104,413,1153,497,0.8916,90.74,0
frame_000053_fish_04.png,1171,434,1213,526,0.8777,89.82,0
frame_000053_fish_05.png,644,736,711,779,0.8405,86.64,0
frame_000053_fish_06.png,641,717,758,790,0.6085,94.43,0
frame_000053_fish_07.png,642,731,756,782,0.4542,92.55,0
frame_000054_fish_00.png,594,289,657,348,0.9071,85.76,0
frame_000054_fish_01.png,1108,295,1192,364,0.8918,90.53,0
frame_000054_fish_02.png,1146,489,1213,556,0.8893,92.25,0
frame_000054_fish_03.png,596,396,638,461,0.8837,86.56,0
frame_000054_fish_04.png,632,776,696,820,0.8818,76.72,0
frame_000054_fish_05.png,1129,377,1157,472,0.8767,79.96,0
frame_000054_fish_06.png,857,614,903,670,0.8761,82.49,0
frame_000055_fish_00.png,761,774,854,838,0.9052,84.32,0
frame_000055_fish_01.png,1097,314,1172,378,0.8921,87.82,0
frame_000055_fish_02.png,846,633,910,670,0.8703,74.48,0
frame_000055_fish_03.png,1126,422,1153,519,0.8703,85.35,0
frame_000055_fish_04.png,636,455,690,491,0.8529,86.08,0
frame_000055_fish_05.png,593,270,628,342,0.8374,75.80,0
frame_000055_fish_06.png,1152,348,1181,445,0.8371,78.10,0
frame_000056_fish_00.png,827,671,893,772,0.9188,79.69,0
frame_000056_fish_01.png,970,669,1056,703,0.8916,82.76,0
frame_000056_fish_02.png,1162,352,1224,401,0.8834,79.18,0
frame_000056_fish_03.png,665,462,700,499,0.8611,80.79,0
frame_000056_fish_04.png,1157,415,1254,451,0.8457,87.54,0
frame_000056_fish_05.png,606,211,651,296,0.8170,90.12,0
frame_000056_fish_06.png,1104,325,1157,356,0.7531,80.91,0
frame_000057_fish_00.png,1094,723,1172,755,0.8918,74.19,0
frame_000057_fish_01.png,623,488,721,533,0.8893,74.20,0
frame_000057_fish_02.png,678,600,787,634,0.8746,74.50,0
frame_000057_fish_03.png,1113,266,1165,348,0.8728,79.83,0
frame_000057_fish_04.png,1209,342,1252,412,0.8705,79.75,0
frame_000057_fish_05.png,1244,409,1285,501,0.8651,77.07,0
frame_000057_fish_06.png,589,157,652,279,0.6957,92.82,0
frame_000058_fish_00.png,1173,716,1238,779,0.9237,84.00,0
frame_000058_fish_01.png,1237,462,1275,519,0.8868,79.42,0
frame_000058_fish_02.png,623,463,700,571,0.8824,85.34,0
frame_000058_fish_03.png,541,575,584,634,0.8480,86.11,0
frame_000058_fish_04.png,1124,360,1223,384,0.8473,83.03,0
frame_000059_fish_00.png,1210,667,1247,740,0.8970,83.54,0
frame_000059_fish_01.png,1074,384,1121,477,0.8869,89.07,0
frame_000059_fish_02.png,626,411,670,524,0.8849,81.59,0
frame_000059_fish_03.png,541,567,568,619,0.8819,86.86,0
frame_000059_fish_04.png,1180,368,1219,468,0.8746,88.98,0
frame_000059_fish_05.png,1140,436,1177,504,0.8414,80.23,0
frame_000060_fish_00.png,1192,482,1238,582,0.8987,93.26,0
frame_000060_fish_01.png,1111,671,1196,701,0.8968,73.04,0
frame_000060_fish_02.png,630,377,671,494,0.8844,82.94,0
frame_000060_fish_03.png,1047,492,1079,587,0.8793,79.57,0
frame_000060_fish_04.png,565,542,611,601,0.8776,93.32,0
frame_000060_fish_05.png,1088,388,1192,413,0.8714,82.32,0
frame_000060_fish_06.png,692,287,727,332,0.7345,89.81,0
frame_000061_fish_00.png,1043,676,1097,720,0.9042,80.07,0
frame_000061_fish_01.png,625,362,678,451,0.8945,90.36,0
frame_000061_fish_02.png,1024,357,1081,447,0.8889,91.14,0
frame_000061_fish_03.png,1030,608,1098,680,0.8879,85.14,0
frame_000061_fish_04.png,1144,582,1233,628,0.8779,87.82,0
frame_000061_fish_05.png,565,424,595,503,0.8467,87.27,0
frame_000061_fish_06.png,716,321,745,416,0.8214,86.39,0
frame_000061_fish_07.png,566,430,676,604,0.4378,96.37,1
frame_000062_fish_00.png,1046,689,1101,739,0.9073,85.62,0
frame_000062_fish_01.png,991,602,1033,681,0.9062,82.48,0
frame_000062_fish_02.png,622,356,713,438,0.8989,87.38,0
frame_000062_fish_03.png,1075,468,1135,520,0.8960,83.75,0
frame_000062_fish_04.png,1010,371,1055,464,0.8822,89.06,0
frame_000062_fish_05.png,718,326,758,414,0.8638,87.99,0
frame_000062_fish_06.png,567,304,590,398,0.7926,83.50,0
frame_000063_fish_00.png,977,556,1023,631,0.9032,78.45,0
frame_000063_fish_01.png,1070,725,1105,770,0.8823,84.47,0
frame_000063_fish_02.png,1063,349,1104,437,0.8659,89.90,0
frame_000063_fish_03.png,707,492,809,564,0.8653,87.37,0
frame_000063_fish_04.png,722,326,754,408,0.7651,88.28,0
frame_000063_fish_05.png,1013,373,1035,466,0.4899,82.61,0
frame_000064_fish_00.png,982,514,1050,567,0.9022,83.96,0
frame_000064_fish_01.png,995,370,1036,463,0.8962,87.06,0
frame_000064_fish_02.png,1031,687,1071,738,0.8891,84.17,0
frame_000064_fish_03.png,812,572,918,611,0.8745,71.10,0
frame_000064_fish_04.png,1079,277,1124,370,0.8734,87.58,0
frame_000064_fish_05.png,722,336,754,394,0.7706,91.44,0
frame_000065_fish_00.png,1011,627,1067,704,0.9074,87.32,0
frame_000065_fish_01.png,978,388,1048,466,0.8986,90.06,0
frame_000065_fish_02.png,1061,493,1144,536,0.8973,80.23,0
frame_000065_fish_03.png,883,576,983,635,0.8899,79.14,0
frame_000066_fish_00.png,970,585,1070,664,0.8913,84.72,0
frame_000066_fish_01.png,1135,486,1207,529,0.8833,82.68,0
frame_000066_fish_02.png,1031,399,1123,428,0.8586,83.86,0
frame_000066_fish_03.png,707,102,820,174,0.8252,84.37,0
frame_000066_fish_04.png,571,112,600,196,0.3123,81.40,0
frame_000067_fish_00.png,1051,672,1114,739,0.9096,82.31,0
frame_000067_fish_01.png,1119,367,1202,413,0.8746,87.22,0
frame_000067_fish_02.png,1036,629,1105,676,0.8736,82.58,0
frame_000067_fish_03.png,751,422,799,465,0.8013,92.61,0
frame_000067_fish_04.png,569,112,599,197,0.7165,81.29,0
frame_000067_fish_05.png,717,78,846,144,0.4312,82.64,0
frame_000068_fish_00.png,1083,656,1131,721,0.8978,80.12,0
frame_000068_fish_01.png,1112,550,1195,580,0.8956,75.19,0
frame_000068_fish_02.png,1069,744,1118,786,0.8876,81.86,0
frame_000068_fish_03.png,758,92,864,183,0.8793,87.33,0
frame_000068_fish_04.png,1149,400,1256,440,0.8758,82.02,0
frame_000068_fish_05.png,774,413,821,485,0.8531,95.12,0
frame_000068_fish_06.png,568,113,599,198,0.6234,82.05,0
frame_000069_fish_00.png,1078,688,1136,755,0.9088,84.51,0
frame_000069_fish_01.png,925,738,1018,776,0.8911,77.76,0
frame_000069_fish_02.png,1231,418,1266,513,0.8806,85.53,0
frame_000069_fish_03.png,1055,572,1085,608,0.8313,83.53,0
frame_000069_fish_04.png,809,454,849,501,0.8229,93.24,0
frame_000069_fish_05.png,568,114,599,199,0.8061,81.66,0
frame_000069_fish_06.png,769,161,882,223,0.6839,85.26,0
frame_000070_fish_00.png,810,680,892,758,0.9142,82.10,0
frame_000070_fish_01.png,1109,288,1168,370,0.9086,85.77,0
frame_000070_fish_02.png,1069,706,1136,773,0.8984,86.59,0
frame_000070_fish_03.png,1209,491,1253,593,0.8958,84.21,0
frame_000070_fish_04.png,1040,565,1118,608,0.8914,79.19,0
frame_000070_fish_05.png,818,442,910,515,0.8909,85.53,0
frame_000070_fish_06.png,568,113,599,201,0.7332,82.16,0
frame_000071_fish_00.png,1175,574,1249,654,0.9203,89.80,0
frame_000071_fish_01.png,746,571,821,640,0.9091,81.00,0
frame_000071_fish_02.png,1099,557,1173,606,0.9071,78.48,0
frame_000071_fish_03.png,957,302,1057,350,0.8891,76.96,0
frame_000071_fish_04.png,1224,327,1269,382,0.8839,76.83,0
frame_000071_fish_05.png,873,402,911,446,0.8489,86.18,0
frame_000071_fish_06.png,1097,710,1126,758,0.8124,87.33,0
frame_000071_fish_07.png,568,113,598,200,0.7578,81.32,0
frame_000072_fish_00.png,1149,605,1230,681,0.9150,90.64,0
frame_000072_fish_01.png,1076,271,1154,355,0.8988,87.34,0
frame_000072_fish_02.png,1194,506,1275,554,0.8978,84.25,0
frame_000072_fish_03.png,690,473,756,561,0.8964,84.05,0
frame_000072_fish_04.png,1175,308,1251,374,0.8943,84.06,0
frame_000072_fish_05.png,789,370,865,417,0.8923,85.08,0
frame_000072_fish_06.png,1093,673,1127,708,0.8631,79.31,0
frame_000072_fish_07.png,569,112,598,200,0.7555,80.62,0
frame_000073_fish_00.png,1171,605,1254,668,0.9099,85.06,0
frame_000073_fish_01.png,1280,466,1345,517,0.8933,82.49,0
frame_000073_fish_02.png,619,369,668,456,0.8786,84.32,0
frame_000073_fish_03.png,1109,599,1167,663,0.8691,91.97,0
frame_000073_fish_04.png,677,383,767,420,0.8535,84.50,0
frame_000073_fish_05.png,1143,321,1237,355,0.8063,80.35,0
frame_000073_fish_06.png,1093,272,1197,330,0.7876,75.17,0
frame_000073_fish_07.png,1094,272,1219,352,0.7123,80.38,0
frame_000073_fish_08.png,569,113,599,200,0.6554,81.42,0
frame_000073_fish_09.png,1137,288,1237,355,0.3962,79.75,0
frame_000074_fish_00.png,1239,491,1277,594,0.8952,79.50,0
frame_000074_fish_01.png,636,339,675,437,0.8926,79.77,0
frame_000074_fish_02.png,1307,433,1353,490,0.8713,82.29,0
frame_000074_fish_03.png,1109,295,1194,331,0.8643,84.71,0
frame_000074_fish_04.png,605,309,640,380,0.8501,77.16,0
frame_000074_fish_05.png,1066,553,1142,600,0.8299,92.68,0
frame_000074_fish_06.png,569,113,599,199,0.7601,80.53,0
frame_000075_fish_00.png,1295,418,1351,480,0.9051,83.10,0
frame_000075_fish_01.png,629,344,712,415,0.8967,87.49,0
frame_000075_fish_02.png,1236,342,1285,448,0.8779,84.71,0
frame_000075_fish_03.png,1018,450,1047,539,0.8512,90.06,0
frame_000075_fish_04.png,597,254,627,330,0.6308,84.64,0
frame_000076_fish_00.png,1225,316,1284,418,0.8996,88.12,0
frame_000076_fish_01.png,1296,408,1368,459,0.8937,81.57,0
frame_000076_fish_02.png,679,356,744,399,0.8892,82.03,0
frame_000076_fish_03.png,1041,323,1077,411,0.8800,88.61,0
frame_000076_fish_04.png,587,227,643,282,0.8766,91.60,0
frame_000076_fish_05.png,1121,278,1169,320,0.8678,82.33,0
frame_000076_fish_06.png,571,110,599,195,0.6801,79.54,0
frame_000077_fish_00.png,667,337,751,402,0.8924,87.21,0
frame_000077_fish_01.png,1311,382,1377,435,0.8826,87.51,0
frame_000077_fish_02.png,619,177,707,241,0.8726,88.70,0
frame_000077_fish_03.png,1202,307,1302,377,0.8640,91.46,0
frame_000077_fish_04.png,570,110,599,198,0.8599,80.13,0
frame_000078_fish_00.png,812,131,928,203,0.8682,89.50,0
frame_000078_fish_01.png,1196,315,1227,429,0.8681,81.14,0
frame_000078_fish_02.png,568,116,604,174,0.8672,78.31,0
